LEMMA,POS,FLAGS,ENTRY,OBSERVED_FORMS,GENERATED_FORMS,SOURCE_POS,PAST_PARTICIPLE_OF,EXACT_FLAG_ALTERNATIVES,REASON,NEAREST_FLAGS,NEAREST_GENERATED_FORMS
sampleur,NOUN,S.,sampleur/S. po:NOUN,sampleur | sampleurs,sampleur | sampleurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
sans-papier,NOUN,S.,sans-papier/S. po:NOUN,sans-papier | sans-papiers,sans-papier | sans-papiers,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
sanscrit,NOUN,S.,sanscrit/S. po:NOUN,sanscrit | sanscrits,sanscrit | sanscrits,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
sanscritisme,NOUN,S.,sanscritisme/S. po:NOUN,sanscritisme | sanscritismes,sanscritisme | sanscritismes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
sanscritiste,NOUN,S.,sanscritiste/S. po:NOUN,sanscritiste | sanscritistes,sanscritiste | sanscritistes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
saute-mine,NOUN,S.,saute-mine/S. po:NOUN,saute-mine | saute-mines,saute-mine | saute-mines,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
scanneur,NOUN,S.,scanneur/S. po:NOUN,scanneur | scanneurs,scanneur | scanneurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
scoliaste,NOUN,S.,scoliaste/S. po:NOUN,scoliaste | scoliastes,scoliaste | scoliastes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
scooteur,NOUN,S.,scooteur/S. po:NOUN,scooteur | scooteurs,scooteur | scooteurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
scrapeur,NOUN,S.,scrapeur/S. po:NOUN,scrapeur | scrapeurs,scrapeur | scrapeurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
sebka,NOUN,S.,sebka/S. po:NOUN,sebka | sebkas,sebka | sebkas,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
sèche-cheveu,NOUN,X.,sèche-cheveu/X. po:NOUN,sèche-cheveu | sèche-cheveux,sèche-cheveu | sèche-cheveux,NOUN,,X.,NOUN_HELD_FOR_REVIEW,,
sèche-main,NOUN,S.,sèche-main/S. po:NOUN,sèche-main | sèche-mains,sèche-main | sèche-mains,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
sénestre,NOUN,S.,sénestre/S. po:NOUN,sénestre | sénestres,sénestre | sénestres,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
séniorita,NOUN,S.,séniorita/S. po:NOUN,séniorita | sénioritas,séniorita | sénioritas,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
sens,NOUN,,sens po:NOUN,sens,sens,NOUN,, S. Fs Fc X. W. I. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
sentiente,NOUN,S.,sentiente/S. po:NOUN,sentiente | sentientes,sentiente | sentientes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
serpillère,NOUN,S.,serpillère/S. po:NOUN,serpillère | serpillères,serpillère | serpillères,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
serre-fil,NOUN,S.,serre-fil/S. po:NOUN,serre-fil | serre-fils,serre-fil | serre-fils,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
serre-livre,NOUN,S.,serre-livre/S. po:NOUN,serre-livre | serre-livres,serre-livre | serre-livres,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
serre-papier,NOUN,S.,serre-papier/S. po:NOUN,serre-papier | serre-papiers,serre-papier | serre-papiers,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
sextette,NOUN,S.,sextette/S. po:NOUN,sextette | sextettes,sextette | sextettes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
shakeur,NOUN,S.,shakeur/S. po:NOUN,shakeur | shakeurs,shakeur | shakeurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
shipchandleur,NOUN,Fs,shipchandleur/Fs po:NOUN,shipchandleur | shipchandleurs | shipchandleuse | shipchandleuses,shipchandleur | shipchandleurs | shipchandleuse | shipchandleuses,NOUN,,Fs,NOUN_HELD_FOR_REVIEW,,
shogoun,NOUN,S.,shogoun/S. po:NOUN,shogoun | shogouns,shogoun | shogouns,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
shogounat,NOUN,S.,shogounat/S. po:NOUN,shogounat | shogounats,shogounat | shogounats,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
showbizness,NOUN,,showbizness po:NOUN,showbizness,showbizness,NOUN,, S. Fs Fc X. W. I. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
silve,NOUN,S.,silve/S. po:NOUN,silve | silves,silve | silves,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
siroco,NOUN,S.,siroco/S. po:NOUN,siroco | sirocos,siroco | sirocos,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
skippeur,NOUN,Fs,skippeur/Fs po:NOUN,skippeur | skippeurs | skippeuse | skippeuses,skippeur | skippeurs | skippeuse | skippeuses,NOUN,,Fs,NOUN_HELD_FOR_REVIEW,,
snifeur,NOUN,Fs,snifeur/Fs po:NOUN,snifeur | snifeurs | snifeuse | snifeuses,snifeur | snifeurs | snifeuse | snifeuses,NOUN,,Fs,NOUN_HELD_FOR_REVIEW,,
snipeur,NOUN,Fs,snipeur/Fs po:NOUN,snipeur | snipeurs | snipeuse | snipeuses,snipeur | snipeurs | snipeuse | snipeuses,NOUN,,Fs,NOUN_HELD_FOR_REVIEW,,
soixante-et-onzième,NOUN,S.,soixante-et-onzième/S. po:NOUN,soixante-et-onzième | soixante-et-onzièmes,soixante-et-onzième | soixante-et-onzièmes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
soixante-et-unième,NOUN,S.,soixante-et-unième/S. po:NOUN,soixante-et-unième | soixante-et-unièmes,soixante-et-unième | soixante-et-unièmes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
sorgo,NOUN,S.,sorgo/S. po:NOUN,sorgo | sorgos,sorgo | sorgos,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
sot-l’y-laisse,NOUN,,sot-l’y-laisse po:NOUN,sot-l’y-laisse,sot-l’y-laisse,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
sous-collection,NOUN,S.,sous-collection/S. po:NOUN,sous-collection | sous-collections,sous-collection | sous-collections,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
sous-stade,NOUN,S.,sous-stade/S. po:NOUN,sous-stade | sous-stades,sous-stade | sous-stades,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
soutasse,NOUN,S.,soutasse/S. po:NOUN,soutasse | soutasses,soutasse | soutasses,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
speakeur,NOUN,S.,speakeur/S. po:NOUN,speakeur | speakeurs,speakeur | speakeurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
spéculos,NOUN,,spéculos po:NOUN,spéculos,spéculos,NOUN,, S. Fs Fc X. W. I. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
spoileur,NOUN,S.,spoileur/S. po:NOUN,spoileur | spoileurs,spoileur | spoileurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
squirre,NOUN,S.,squirre/S. po:NOUN,squirre | squirres,squirre | squirres,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
star-système,NOUN,S.,star-système/S. po:NOUN,star-système | star-systèmes,star-système | star-systèmes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
statuquo,NOUN,S.,statuquo/S. po:NOUN,statuquo | statuquos,statuquo | statuquos,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
status,NOUN,,status po:NOUN,status,status,NOUN,, S. Fs Fc X. W. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
stayeur,NOUN,Fs,stayeur/Fs po:NOUN,stayeur | stayeurs | stayeuse | stayeuses,stayeur | stayeurs | stayeuse | stayeuses,NOUN,,Fs,NOUN_HELD_FOR_REVIEW,,
steenbok,NOUN,S.,steenbok/S. po:NOUN,steenbok | steenboks,steenbok | steenboks,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
steppeur,NOUN,S.,steppeur/S. po:NOUN,steppeur | steppeurs,steppeur | steppeurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
stras,NOUN,,stras po:NOUN,stras,stras,NOUN,, S. Fs Fc X. W. I. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
superjet,NOUN,S.,superjet/S. po:NOUN,superjet | superjets,superjet | superjets,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
surconstance,NOUN,S.,surconstance/S. po:NOUN,surconstance | surconstances,surconstance | surconstances,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
sursoir,VERB,,,sursirent | sursis | sursise | sursises | sursisse | sursissent | sursisses | sursissiez | sursissions | sursit | sursoie | sursoient | sursoies | sursoir | sursoira | sursoirai | sursoiraient | sursoirais | sursoirait | sursoiras | sursoirez | sursoiriez | sursoirions | sursoirons | sursoiront | sursois | sursoit | sursoyaient | sursoyais | sursoyait | sursoyant | sursoyez | sursoyiez | sursoyions | sursoyons | sursîmes | sursît | sursîtes,,VERB VERBpartpast VERBpartpres,,,NO_EXACT_AFFIX_PARADIGM,a0p+ c0p+ d0p+ b0p+ a6p+,a0p+: sursoi | sursoie | sursoies | sursoir | sursois || c0p+: sursoi | sursoie | sursoies | sursoir | sursois || d0p+: sursoi | sursoie | sursoies | sursoir | sursois || b0p+: sursoi | sursoie | sursoies | sursoir | sursois || a6p+: sursoi | sursoie | sursoies | sursoir | sursois
swahéli,NOUN,F.,swahéli/F. po:NOUN,swahéli | swahélie | swahélies | swahélis,swahéli | swahélie | swahélies | swahélis,NOUN,,F. F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
sweateur,NOUN,S.,sweateur/S. po:NOUN,sweateur | sweateurs,sweateur | sweateurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
tagetes,NOUN,,tagetes po:NOUN,tagetes,tagetes,NOUN,, S. Fs Fc X. W. I. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
tagette,NOUN,S.,tagette/S. po:NOUN,tagette | tagettes,tagette | tagettes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
taille-ongle,NOUN,S.,taille-ongle/S. po:NOUN,taille-ongle | taille-ongles,taille-ongle | taille-ongles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
taille-racine,NOUN,S.,taille-racine/S. po:NOUN,taille-racine | taille-racines,taille-racine | taille-racines,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
taliatelle,NOUN,S.,taliatelle/S. po:NOUN,taliatelle | taliatelles,taliatelle | taliatelles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
tamarix,NOUN,,tamarix po:NOUN,tamarix,tamarix,NOUN,, S. F. Fs F+ Fc X. W. I. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. F.Gs F.Gc i0q+ F.Go FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
tantouse,NOUN,S.,tantouse/S. po:NOUN,tantouse | tantouses,tantouse | tantouses,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
tape-à-l’œil,ADJ,,tape-à-l’œil po:ADJ,tape-à-l’œil,tape-à-l’œil,ADJ,, W. Fc Fs X. Fx Wx Fe tA a0p+,SINGLE_FORM_UNDERDETERMINED,,
tarlouse,NOUN,S.,tarlouse/S. po:NOUN,tarlouse | tarlouses,tarlouse | tarlouses,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
tavaïole,NOUN,S.,tavaïole/S. po:NOUN,tavaïole | tavaïoles,tavaïole | tavaïoles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
teaseur,NOUN,S.,teaseur/S. po:NOUN,teaseur | teaseurs,teaseur | teaseurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
teenageur,NOUN,Fs,teenageur/Fs po:NOUN,teenageur | teenageurs | teenageuse | teenageuses,teenageur | teenageurs | teenageuse | teenageuses,NOUN,,Fs,NOUN_HELD_FOR_REVIEW,,
tek,NOUN,S.,tek/S. po:NOUN,tek | teks,tek | teks,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
télémarkéting,NOUN,S.,télémarkéting/S. po:NOUN,télémarkéting | télémarkétings,télémarkéting | télémarkétings,NOUN,,S. F. F+ A. I. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
tempéra,ADJ,,tempéra po:ADJ,tempéra,tempéra,ADJ,, W. Fc Fs X. Fx Wx Fe tA a0p+,SINGLE_FORM_UNDERDETERMINED,,
téorbe,NOUN,S.,téorbe/S. po:NOUN,téorbe | téorbes,téorbe | téorbes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
tire-crin,NOUN,S.,tire-crin/S. po:NOUN,tire-crin | tire-crins,tire-crin | tire-crins,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
tire-fesse,NOUN,S.,tire-fesse/S. po:NOUN,tire-fesse | tire-fesses,tire-fesse | tire-fesses,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
tire-l’œil,NOUN,,tire-l’œil po:NOUN,tire-l’œil,tire-l’œil,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
titres-restaurants,NOUN,,titres-restaurants po:NOUN,titres-restaurants,titres-restaurants,NOUN,, S. Fs Fc X. W. I. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
tocade,NOUN,S.,tocade/S. po:NOUN,tocade | tocades,tocade | tocades,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
tord-boyau,NOUN,X.,tord-boyau/X. po:NOUN,tord-boyau | tord-boyaux,tord-boyau | tord-boyaux,NOUN,,X.,NOUN_HELD_FOR_REVIEW,,
tout-à-l’égout,NOUN,,tout-à-l’égout po:NOUN,tout-à-l’égout,tout-à-l’égout,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
toutime,NOUN,,toutime po:NOUN,toutime,toutime,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
tradeur,NOUN,Fs,tradeur/Fs po:NOUN,tradeur | tradeurs | tradeuse | tradeuses,tradeur | tradeurs | tradeuse | tradeuses,NOUN,,Fs,NOUN_HELD_FOR_REVIEW,,
traine-savate,NOUN,,traine-savate po:NOUN,traine-savate,traine-savate,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
traine-semelle,NOUN,,traine-semelle po:NOUN,traine-semelle,traine-semelle,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
traveling,NOUN,S.,traveling/S. po:NOUN,traveling | travelings,traveling | travelings,NOUN,,S. F. F+ A. I. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
trente-et-unième,NOUN,S.,trente-et-unième/S. po:NOUN,trente-et-unième | trente-et-unièmes,trente-et-unième | trente-et-unièmes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
trimmeur,NOUN,S.,trimmeur/S. po:NOUN,trimmeur | trimmeurs,trimmeur | trimmeurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
tripous,NOUN,,tripous po:NOUN,tripous,tripous,NOUN,, S. Fs Fc X. W. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
trole,NOUN,S.,trole/S. po:NOUN,trole | troles,trole | troles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
trompe-l’œil,NOUN,,trompe-l’œil po:NOUN,trompe-l’œil,trompe-l’œil,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
tsigane,NOUN,S.,tsigane/S. po:NOUN,tsigane | tsiganes,tsigane | tsiganes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
tue-l’amour,NOUN,,tue-l’amour po:NOUN,tue-l’amour,tue-l’amour,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
tufeau,NOUN,X.,tufeau/X. po:NOUN,tufeau | tufeaux,tufeau | tufeaux,NOUN,,X.,NOUN_HELD_FOR_REVIEW,,
tutie,NOUN,S.,tutie/S. po:NOUN,tutie | tuties,tutie | tuties,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
ululement,NOUN,S.,ululement/S. po:NOUN,ululement | ululements,ululement | ululements,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
vanupied,NOUN,,vanupied po:NOUN,vanupied,vanupied,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
velche,NOUN,S.,velche/S. po:NOUN,velche | velches,velche | velches,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
vermout,NOUN,S.,vermout/S. po:NOUN,vermout | vermouts,vermout | vermouts,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
vers,NOUN,,vers po:NOUN,vers,vers,NOUN,, S. Fs Fc X. W. I. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
vide-ordure,NOUN,S.,vide-ordure/S. po:NOUN,vide-ordure | vide-ordures,vide-ordure | vide-ordures,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
vingt-et-unième,NOUN,S.,vingt-et-unième/S. po:NOUN,vingt-et-unième | vingt-et-unièmes,vingt-et-unième | vingt-et-unièmes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
visigoth,NOUN,F.,visigoth/F. po:NOUN,visigoth | visigothe | visigothes | visigoths,visigoth | visigothe | visigothes | visigoths,NOUN,,F. F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
volètement,NOUN,S.,volètement/S. po:NOUN,volètement | volètements,volètement | volètements,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
vousoiement,NOUN,S.,vousoiement/S. po:NOUN,vousoiement | vousoiements,vousoiement | vousoiements,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
vue,NOUN,S.,vue/S. po:NOUN,vue | vues,vue | vues,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
water,NOUN,S.,water/S. po:NOUN,water | waters,water | waters,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
yidiche,NOUN,S.,yidiche/S. po:NOUN,yidiche | yidiches,yidiche | yidiches,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
yponomeute,NOUN,S.,yponomeute/S. po:NOUN,yponomeute | yponomeutes,yponomeute | yponomeutes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
