INFLECTED,POS,LEMMA
abymes,NOUN,abyme
ADN,NOUN,ADN
after-shaves,NOUN,after-shave
aide-soignantes,NOUN,aide-soignant
aide-soignants,NOUN,aide-soignant
allegri,NOUN,allegro
aller-retours,NOUN,aller-retour
alois,NOUN,aloi
analyste-programmeurs,NOUN,analyste-programmeur
andaloue,ADJ,andalou
andaloue,NOUN,andalou
andaloues,ADJ,andalou
andaloues,NOUN,andalou
anglomanes,ADJ,anglomane
anglomanes,NOUN,anglomane
antans,NOUN,antan
antiboise,NOUN,antibois
antiboises,NOUN,antibois
api,NOUN,api
apparatchike,NOUN,apparatchik
apparatchikes,NOUN,apparatchik
arc-doubleaus,NOUN,arc-doubleau
archaux,NOUN,archal
arrière-grand-mères,NOUN,arrière-grand-mère
arrière-grand-tantes,NOUN,arrière-grand-tante
assurance-chômages,NOUN,assurance-chômage
attaché-cases,NOUN,attaché-case
belle-doches,NOUN,belle-doche
bercails,NOUN,bercail
berlues,NOUN,berlue
brésils,NOUN,brésil
calos,NOUN,calo
cantabiles,NOUN,cantabile
cantonades,NOUN,cantonade
capital-risques,NOUN,capital-risque
cd,NOUN,cd
chris-crafts,NOUN,chris-craft
chrysopées,NOUN,chrysopée
cinéramas,NOUN,cinérama
cogitos,NOUN,cogito
collargols,NOUN,collargol
coms,NOUN,com
corned-beefs,NOUN,corned-beef
cou-de-pieds,NOUN,cou-de-pied
couics,NOUN,couic
cuculs,NOUN,cucul
cuissages,NOUN,cuissage
cæsines,NOUN,cæsine
dams,NOUN,dam
demi-fonds,NOUN,demi-fond
ders,NOUN,der
dgr,NOUN,dgr
diachylums,NOUN,diachylum
drelins,NOUN,drelin
en-deça,NOUN,en-deça
en-deças,NOUN,en-deça
encontres,NOUN,encontre
esprit-de-sels,NOUN,esprit-de-sel
esprit-de-vins,NOUN,esprit-de-vin
ests,NOUN,est
extrême-onctions,NOUN,extrême-onction
fantasys,NOUN,fantasy
fatums,NOUN,fatum
fla,NOUN,fla
flashback,NOUN,flashback
flashbacks,NOUN,flashback
foc,NOUN,foc
foisons,NOUN,foison
franc-parlers,NOUN,franc-parler
franquettes,NOUN,franquette
furs,NOUN,fur
glasnosts,NOUN,glasnost
grand-rues,NOUN,grand-rue
granny-smiths,NOUN,granny-smith
grés,NOUN,gré
ide,NOUN,ide
improvistes,NOUN,improviste
insus,NOUN,insu
interclubses,NOUN,interclubs
iule,NOUN,iule
iules,NOUN,iule
koinès,NOUN,koinè
kvas,NOUN,kvas
kwas,NOUN,kwas
libre-échangismes,NOUN,libre-échangisme
loci,NOUN,locus
loess,NOUN,loess
lycras,NOUN,lycra
machs,NOUN,mach
martels,NOUN,martel
méthyls,NOUN,méthyl
mi-aoûts,NOUN,mi-août
mi-avrils,NOUN,mi-avril
mi-décembres,NOUN,mi-décembre
mi-distances,NOUN,mi-distance
mi-févriers,NOUN,mi-février
mi-janviers,NOUN,mi-janvier
mi-juillets,NOUN,mi-juillet
mi-juins,NOUN,mi-juin
mi-mais,NOUN,mi-mai
mi-novembres,NOUN,mi-novembre
mi-octobres,NOUN,mi-octobre
mi-septembres,NOUN,mi-septembre
minimax,NOUN,minimax
mont-joies,NOUN,mont-joie
morals,NOUN,moral
mot-valises,NOUN,mot-valise
moyen-âges,NOUN,moyen-âge
no,NOUN,no
non-êtres,NOUN,non-être
non-recevoirs,NOUN,non-recevoir
nons,NOUN,non
nords,NOUN,nord
noroise,NOUN,norois
noroises,NOUN,norois
nôs,NOUN,nô
ocs,NOUN,oc
oïls,NOUN,oïl
one-man-shows,NOUN,one-man-show
ouadis,NOUN,ouadi
ouests,NOUN,ouest
paca,NOUN,paca
paranormals,NOUN,paranormal
parolis,NOUN,paroli
parti-pris,NOUN,parti-pris
pc,NOUN,pc
pehlvis,NOUN,pehlvi
peps,NOUN,pep
perestroïkas,NOUN,perestroïka
perlimpinpins,NOUN,perlimpinpin
petite-maîtresses,NOUN,petite-maîtresse
ph,NOUN,ph
pic-verts,NOUN,pic-vert
pietàs,NOUN,pietà
pinyins,NOUN,pinyin
plein-emplois,NOUN,plein-emploi
pour-comptes,NOUN,pour-compte
pourquois,NOUN,pourquoi
praesidiums,NOUN,praesidium
précausalités,NOUN,précausalité
quakère,NOUN,quaker
quakères,NOUN,quaker
quattrocentos,NOUN,quattrocento
radical-socialismes,NOUN,radical-socialisme
recrû,ADJ,recrû
recrû,NOUN,recrû
recrû,VERB,recroître
recrûs,ADJ,recrû
recrûs,NOUN,recrû
recrûs,VERB,recroître
rés,NOUN,ré
revenant-bons,NOUN,revenant-bon
ricins,NOUN,ricin
saint-crépins,NOUN,saint-crépin
saint-frusquins,NOUN,saint-frusquin
saint-paulins,NOUN,saint-paulin
saint-simonismes,NOUN,saint-simonisme
samurais,NOUN,samurai
sang-froids,NOUN,sang-froid
sauvettes,NOUN,sauvette
septums,NOUN,septum
sicavs,NOUN,sicav
sidas,NOUN,sida
souls,NOUN,soul
speakère,NOUN,speaker
speakères,NOUN,speaker
sud-ests,NOUN,sud-est
sud-ouests,NOUN,sud-ouest
suds,NOUN,sud
tao,NOUN,tao
toute-puissances,NOUN,toute-puissance
toutims,NOUN,toutim
trou-madames,NOUN,trou-madame
tsare,NOUN,tsar
tsares,NOUN,tsar
vacuums,NOUN,vacuum
variorums,NOUN,variorum
vibrement,NOUN,vibrement
vibrements,NOUN,vibrement
vif-argents,NOUN,vif-argent
ville-champignons,NOUN,ville-champignon
vracs,NOUN,vrac
webs,NOUN,web
yangs,NOUN,yang
yins,NOUN,yin
off-shores,ADJ,off-shore
social-démocrates,ADJ,social-démocrate
contreperçante,ADJ,contreperçant
contreperçantes,ADJ,contreperçant
contreperçants,ADJ,contreperçant
grégeoise,ADJ,grégeois
grégeoises,ADJ,grégeois
antidumpings,ADJ,antidumping
antieffractions,ADJ,antieffraction
antipaniques,ADJ,antipanique
abada,VERB,abader
abadai,VERB,abader
abadaient,VERB,abader
abadais,VERB,abader
abadait,VERB,abader
abadâmes,VERB,abader
abadant,VERB,abader
abadas,VERB,abader
abadasse,VERB,abader
abadassent,VERB,abader
abadasses,VERB,abader
abadassiez,VERB,abader
abadassions,VERB,abader
abadât,VERB,abader
abadâtes,VERB,abader
abade,VERB,abader
abadé,VERB,abader
abadée,VERB,abader
abadées,VERB,abader
abadent,VERB,abader
abadera,VERB,abader
abaderai,VERB,abader
abaderaient,VERB,abader
abaderais,VERB,abader
abaderait,VERB,abader
abaderas,VERB,abader
abadèrent,VERB,abader
abaderez,VERB,abader
abaderiez,VERB,abader
abaderions,VERB,abader
abaderons,VERB,abader
abaderont,VERB,abader
abades,VERB,abader
abadés,VERB,abader
abadez,VERB,abader
abadiez,VERB,abader
abadions,VERB,abader
abadons,VERB,abader
abaloba,VERB,abalober
abalobai,VERB,abalober
abalobaient,VERB,abalober
abalobais,VERB,abalober
abalobait,VERB,abalober
abalobâmes,VERB,abalober
abalobant,VERB,abalober
abalobas,VERB,abalober
abalobasse,VERB,abalober
abalobassent,VERB,abalober
abalobasses,VERB,abalober
abalobassiez,VERB,abalober
abalobassions,VERB,abalober
abalobât,VERB,abalober
abalobâtes,VERB,abalober
abalobe,VERB,abalober
abalobé,VERB,abalober
abalobée,VERB,abalober
abalobées,VERB,abalober
abalobent,VERB,abalober
abalobera,VERB,abalober
abaloberai,VERB,abalober
abaloberaient,VERB,abalober
abaloberais,VERB,abalober
abaloberait,VERB,abalober
abaloberas,VERB,abalober
abalobèrent,VERB,abalober
abaloberez,VERB,abalober
abaloberiez,VERB,abalober
abaloberions,VERB,abalober
abaloberons,VERB,abalober
abaloberont,VERB,abalober
abalobes,VERB,abalober
abalobés,VERB,abalober
abalobez,VERB,abalober
abalobiez,VERB,abalober
abalobions,VERB,abalober
abalobons,VERB,abalober
abalourdi,VERB,abalourdir
abalourdie,VERB,abalourdir
abalourdies,VERB,abalourdir
abalourdîmes,VERB,abalourdir
abalourdira,VERB,abalourdir
abalourdirai,VERB,abalourdir
abalourdiraient,VERB,abalourdir
abalourdirais,VERB,abalourdir
abalourdirait,VERB,abalourdir
abalourdiras,VERB,abalourdir
abalourdirent,VERB,abalourdir
abalourdirez,VERB,abalourdir
abalourdiriez,VERB,abalourdir
abalourdirions,VERB,abalourdir
abalourdirons,VERB,abalourdir
abalourdiront,VERB,abalourdir
abalourdis,VERB,abalourdir
abalourdissaient,VERB,abalourdir
abalourdissais,VERB,abalourdir
abalourdissait,VERB,abalourdir
abalourdissant,VERB,abalourdir
abalourdisse,VERB,abalourdir
abalourdissent,VERB,abalourdir
abalourdisses,VERB,abalourdir
abalourdissez,VERB,abalourdir
abalourdissiez,VERB,abalourdir
abalourdissions,VERB,abalourdir
abalourdissons,VERB,abalourdir
abalourdit,VERB,abalourdir
abalourdît,VERB,abalourdir
abalourdîtes,VERB,abalourdir
abeaudi,VERB,abeaudir
abeaudie,VERB,abeaudir
abeaudies,VERB,abeaudir
abeaudîmes,VERB,abeaudir
abeaudira,VERB,abeaudir
abeaudirai,VERB,abeaudir
abeaudiraient,VERB,abeaudir
abeaudirais,VERB,abeaudir
abeaudirait,VERB,abeaudir
abeaudiras,VERB,abeaudir
abeaudirent,VERB,abeaudir
abeaudirez,VERB,abeaudir
abeaudiriez,VERB,abeaudir
abeaudirions,VERB,abeaudir
abeaudirons,VERB,abeaudir
abeaudiront,VERB,abeaudir
abeaudis,VERB,abeaudir
abeaudissaient,VERB,abeaudir
abeaudissais,VERB,abeaudir
abeaudissait,VERB,abeaudir
abeaudissant,VERB,abeaudir
abeaudisse,VERB,abeaudir
abeaudissent,VERB,abeaudir
abeaudisses,VERB,abeaudir
abeaudissez,VERB,abeaudir
abeaudissiez,VERB,abeaudir
abeaudissions,VERB,abeaudir
abeaudissons,VERB,abeaudir
abeaudit,VERB,abeaudir
abeaudît,VERB,abeaudir
abeaudîtes,VERB,abeaudir
abeausi,VERB,abeausir
abeausie,VERB,abeausir
abeausies,VERB,abeausir
abeausîmes,VERB,abeausir
abeausira,VERB,abeausir
abeausirai,VERB,abeausir
abeausiraient,VERB,abeausir
abeausirais,VERB,abeausir
abeausirait,VERB,abeausir
abeausiras,VERB,abeausir
abeausirent,VERB,abeausir
abeausirez,VERB,abeausir
abeausiriez,VERB,abeausir
abeausirions,VERB,abeausir
abeausirons,VERB,abeausir
abeausiront,VERB,abeausir
abeausis,VERB,abeausir
abeausissaient,VERB,abeausir
abeausissais,VERB,abeausir
abeausissait,VERB,abeausir
abeausissant,VERB,abeausir
abeausisse,VERB,abeausir
abeausissent,VERB,abeausir
abeausisses,VERB,abeausir
abeausissez,VERB,abeausir
abeausissiez,VERB,abeausir
abeausissions,VERB,abeausir
abeausissons,VERB,abeausir
abeausit,VERB,abeausir
abeausît,VERB,abeausir
abeausîtes,VERB,abeausir
abêtifia,VERB,abêtifier
abêtifiai,VERB,abêtifier
abêtifiaient,VERB,abêtifier
abêtifiais,VERB,abêtifier
abêtifiait,VERB,abêtifier
abêtifiâmes,VERB,abêtifier
abêtifiant,VERB,abêtifier
abêtifias,VERB,abêtifier
abêtifiasse,VERB,abêtifier
abêtifiassent,VERB,abêtifier
abêtifiasses,VERB,abêtifier
abêtifiassiez,VERB,abêtifier
abêtifiassions,VERB,abêtifier
abêtifiât,VERB,abêtifier
abêtifiâtes,VERB,abêtifier
abêtifie,VERB,abêtifier
abêtifient,VERB,abêtifier
abêtifiera,VERB,abêtifier
abêtifierai,VERB,abêtifier
abêtifieraient,VERB,abêtifier
abêtifierais,VERB,abêtifier
abêtifierait,VERB,abêtifier
abêtifieras,VERB,abêtifier
abêtifièrent,VERB,abêtifier
abêtifierez,VERB,abêtifier
abêtifieriez,VERB,abêtifier
abêtifierions,VERB,abêtifier
abêtifierons,VERB,abêtifier
abêtifieront,VERB,abêtifier
abêtifies,VERB,abêtifier
abêtifiez,VERB,abêtifier
abêtifiiez,VERB,abêtifier
abêtifiions,VERB,abêtifier
abêtifions,VERB,abêtifier
abicha,VERB,abicher
abichai,VERB,abicher
abichaient,VERB,abicher
abichais,VERB,abicher
abichait,VERB,abicher
abichâmes,VERB,abicher
abichant,VERB,abicher
abichas,VERB,abicher
abichasse,VERB,abicher
abichassent,VERB,abicher
abichasses,VERB,abicher
abichassiez,VERB,abicher
abichassions,VERB,abicher
abichât,VERB,abicher
abichâtes,VERB,abicher
abiche,VERB,abicher
abiché,VERB,abicher
abichée,VERB,abicher
abichées,VERB,abicher
abichent,VERB,abicher
abichera,VERB,abicher
abicherai,VERB,abicher
abicheraient,VERB,abicher
abicherais,VERB,abicher
abicherait,VERB,abicher
abicheras,VERB,abicher
abichèrent,VERB,abicher
abicherez,VERB,abicher
abicheriez,VERB,abicher
abicherions,VERB,abicher
abicherons,VERB,abicher
abicheront,VERB,abicher
abiches,VERB,abicher
abichés,VERB,abicher
abichez,VERB,abicher
abichiez,VERB,abicher
abichions,VERB,abicher
abichons,VERB,abicher
abigoti,VERB,abigotir
abigotie,VERB,abigotir
abigoties,VERB,abigotir
abigotîmes,VERB,abigotir
abigotira,VERB,abigotir
abigotirai,VERB,abigotir
abigotiraient,VERB,abigotir
abigotirais,VERB,abigotir
abigotirait,VERB,abigotir
abigotiras,VERB,abigotir
abigotirent,VERB,abigotir
abigotirez,VERB,abigotir
abigotiriez,VERB,abigotir
abigotirions,VERB,abigotir
abigotirons,VERB,abigotir
abigotiront,VERB,abigotir
abigotis,VERB,abigotir
abigotissaient,VERB,abigotir
abigotissais,VERB,abigotir
abigotissait,VERB,abigotir
abigotissant,VERB,abigotir
abigotisse,VERB,abigotir
abigotissent,VERB,abigotir
abigotisses,VERB,abigotir
abigotissez,VERB,abigotir
abigotissiez,VERB,abigotir
abigotissions,VERB,abigotir
abigotissons,VERB,abigotir
abigotit,VERB,abigotir
abigotît,VERB,abigotir
abigotîtes,VERB,abigotir
ablati,VERB,ablatir
ablatie,VERB,ablatir
ablaties,VERB,ablatir
ablatîmes,VERB,ablatir
ablatira,VERB,ablatir
ablatirai,VERB,ablatir
ablatiraient,VERB,ablatir
ablatirais,VERB,ablatir
ablatirait,VERB,ablatir
ablatiras,VERB,ablatir
ablatirent,VERB,ablatir
ablatirez,VERB,ablatir
ablatiriez,VERB,ablatir
ablatirions,VERB,ablatir
ablatirons,VERB,ablatir
ablatiront,VERB,ablatir
ablatis,VERB,ablatir
ablatissaient,VERB,ablatir
ablatissais,VERB,ablatir
ablatissait,VERB,ablatir
ablatissant,VERB,ablatir
ablatisse,VERB,ablatir
ablatissent,VERB,ablatir
ablatisses,VERB,ablatir
ablatissez,VERB,ablatir
ablatissiez,VERB,ablatir
ablatissions,VERB,ablatir
ablatissons,VERB,ablatir
ablatit,VERB,ablatir
ablatît,VERB,ablatir
ablatîtes,VERB,ablatir
abloqui,VERB,abloquir
abloquie,VERB,abloquir
abloquies,VERB,abloquir
abloquîmes,VERB,abloquir
abloquira,VERB,abloquir
abloquirai,VERB,abloquir
abloquiraient,VERB,abloquir
abloquirais,VERB,abloquir
abloquirait,VERB,abloquir
abloquiras,VERB,abloquir
abloquirent,VERB,abloquir
abloquirez,VERB,abloquir
abloquiriez,VERB,abloquir
abloquirions,VERB,abloquir
abloquirons,VERB,abloquir
abloquiront,VERB,abloquir
abloquis,VERB,abloquir
abloquissaient,VERB,abloquir
abloquissais,VERB,abloquir
abloquissait,VERB,abloquir
abloquissant,VERB,abloquir
abloquisse,VERB,abloquir
abloquissent,VERB,abloquir
abloquisses,VERB,abloquir
abloquissez,VERB,abloquir
abloquissiez,VERB,abloquir
abloquissions,VERB,abloquir
abloquissons,VERB,abloquir
abloquit,VERB,abloquir
abloquît,VERB,abloquir
abloquîtes,VERB,abloquir
ablua,VERB,abluer
abluai,VERB,abluer
abluaient,VERB,abluer
abluais,VERB,abluer
abluait,VERB,abluer
abluâmes,VERB,abluer
abluant,VERB,abluer
abluas,VERB,abluer
abluasse,VERB,abluer
abluassent,VERB,abluer
abluasses,VERB,abluer
abluassiez,VERB,abluer
abluassions,VERB,abluer
abluât,VERB,abluer
abluâtes,VERB,abluer
ablue,VERB,abluer
ablué,VERB,abluer
abluée,VERB,abluer
abluées,VERB,abluer
abluent,VERB,abluer
abluera,VERB,abluer
abluerai,VERB,abluer
ablueraient,VERB,abluer
abluerais,VERB,abluer
abluerait,VERB,abluer
ablueras,VERB,abluer
abluèrent,VERB,abluer
abluerez,VERB,abluer
ablueriez,VERB,abluer
abluerions,VERB,abluer
abluerons,VERB,abluer
ablueront,VERB,abluer
ablues,VERB,abluer
ablués,VERB,abluer
abluez,VERB,abluer
abluiez,VERB,abluer
abluions,VERB,abluer
abluons,VERB,abluer
ablutionna,VERB,ablutionner
ablutionnai,VERB,ablutionner
ablutionnaient,VERB,ablutionner
ablutionnais,VERB,ablutionner
ablutionnait,VERB,ablutionner
ablutionnâmes,VERB,ablutionner
ablutionnant,VERB,ablutionner
ablutionnas,VERB,ablutionner
ablutionnasse,VERB,ablutionner
ablutionnassent,VERB,ablutionner
ablutionnasses,VERB,ablutionner
ablutionnassiez,VERB,ablutionner
ablutionnassions,VERB,ablutionner
ablutionnât,VERB,ablutionner
ablutionnâtes,VERB,ablutionner
ablutionne,VERB,ablutionner
ablutionné,VERB,ablutionner
ablutionnée,VERB,ablutionner
ablutionnées,VERB,ablutionner
ablutionnent,VERB,ablutionner
ablutionnera,VERB,ablutionner
ablutionnerai,VERB,ablutionner
ablutionneraient,VERB,ablutionner
ablutionnerais,VERB,ablutionner
ablutionnerait,VERB,ablutionner
ablutionneras,VERB,ablutionner
ablutionnèrent,VERB,ablutionner
ablutionnerez,VERB,ablutionner
ablutionneriez,VERB,ablutionner
ablutionnerions,VERB,ablutionner
ablutionnerons,VERB,ablutionner
ablutionneront,VERB,ablutionner
ablutionnes,VERB,ablutionner
ablutionnés,VERB,ablutionner
ablutionnez,VERB,ablutionner
ablutionniez,VERB,ablutionner
ablutionnions,VERB,ablutionner
ablutionnons,VERB,ablutionner
aborna,VERB,aborner
abornai,VERB,aborner
abornaient,VERB,aborner
abornais,VERB,aborner
abornait,VERB,aborner
abornâmes,VERB,aborner
abornant,VERB,aborner
abornas,VERB,aborner
abornasse,VERB,aborner
abornassent,VERB,aborner
abornasses,VERB,aborner
abornassiez,VERB,aborner
abornassions,VERB,aborner
abornât,VERB,aborner
abornâtes,VERB,aborner
aborne,VERB,aborner
abornent,VERB,aborner
abornera,VERB,aborner
abornerai,VERB,aborner
aborneraient,VERB,aborner
abornerais,VERB,aborner
abornerait,VERB,aborner
aborneras,VERB,aborner
abornèrent,VERB,aborner
abornerez,VERB,aborner
aborneriez,VERB,aborner
abornerions,VERB,aborner
abornerons,VERB,aborner
aborneront,VERB,aborner
abornes,VERB,aborner
abornez,VERB,aborner
aborniez,VERB,aborner
abornions,VERB,aborner
abornons,VERB,aborner
abougrîmes,VERB,abougrir
abougrira,VERB,abougrir
abougrirai,VERB,abougrir
abougriraient,VERB,abougrir
abougrirais,VERB,abougrir
abougrirait,VERB,abougrir
abougriras,VERB,abougrir
abougrirent,VERB,abougrir
abougrirez,VERB,abougrir
abougririez,VERB,abougrir
abougririons,VERB,abougrir
abougrirons,VERB,abougrir
abougriront,VERB,abougrir
abougrissaient,VERB,abougrir
abougrissais,VERB,abougrir
abougrissait,VERB,abougrir
abougrissant,VERB,abougrir
abougrisse,VERB,abougrir
abougrissent,VERB,abougrir
abougrisses,VERB,abougrir
abougrissez,VERB,abougrir
abougrissiez,VERB,abougrir
abougrissions,VERB,abougrir
abougrissons,VERB,abougrir
abougrit,VERB,abougrir
abougrît,VERB,abougrir
abougrîtes,VERB,abougrir
abouqua,VERB,abouquer
abouquai,VERB,abouquer
abouquaient,VERB,abouquer
abouquais,VERB,abouquer
abouquait,VERB,abouquer
abouquâmes,VERB,abouquer
abouquant,VERB,abouquer
abouquas,VERB,abouquer
abouquasse,VERB,abouquer
abouquassent,VERB,abouquer
abouquasses,VERB,abouquer
abouquassiez,VERB,abouquer
abouquassions,VERB,abouquer
abouquât,VERB,abouquer
abouquâtes,VERB,abouquer
abouque,VERB,abouquer
abouqué,VERB,abouquer
abouquée,VERB,abouquer
abouquées,VERB,abouquer
abouquent,VERB,abouquer
abouquera,VERB,abouquer
abouquerai,VERB,abouquer
abouqueraient,VERB,abouquer
abouquerais,VERB,abouquer
abouquerait,VERB,abouquer
abouqueras,VERB,abouquer
abouquèrent,VERB,abouquer
abouquerez,VERB,abouquer
abouqueriez,VERB,abouquer
abouquerions,VERB,abouquer
abouquerons,VERB,abouquer
abouqueront,VERB,abouquer
abouques,VERB,abouquer
abouqués,VERB,abouquer
abouquez,VERB,abouquer
abouquiez,VERB,abouquer
abouquions,VERB,abouquer
abouquons,VERB,abouquer
aboutonna,VERB,aboutonner
aboutonnai,VERB,aboutonner
aboutonnaient,VERB,aboutonner
aboutonnais,VERB,aboutonner
aboutonnait,VERB,aboutonner
aboutonnâmes,VERB,aboutonner
aboutonnant,VERB,aboutonner
aboutonnas,VERB,aboutonner
aboutonnasse,VERB,aboutonner
aboutonnassent,VERB,aboutonner
aboutonnasses,VERB,aboutonner
aboutonnassiez,VERB,aboutonner
aboutonnassions,VERB,aboutonner
aboutonnât,VERB,aboutonner
aboutonnâtes,VERB,aboutonner
aboutonne,VERB,aboutonner
aboutonné,VERB,aboutonner
aboutonnée,VERB,aboutonner
aboutonnées,VERB,aboutonner
aboutonnent,VERB,aboutonner
aboutonnera,VERB,aboutonner
aboutonnerai,VERB,aboutonner
aboutonneraient,VERB,aboutonner
aboutonnerais,VERB,aboutonner
aboutonnerait,VERB,aboutonner
aboutonneras,VERB,aboutonner
aboutonnèrent,VERB,aboutonner
aboutonnerez,VERB,aboutonner
aboutonneriez,VERB,aboutonner
aboutonnerions,VERB,aboutonner
aboutonnerons,VERB,aboutonner
aboutonneront,VERB,aboutonner
aboutonnes,VERB,aboutonner
aboutonnés,VERB,aboutonner
aboutonnez,VERB,aboutonner
aboutonniez,VERB,aboutonner
aboutonnions,VERB,aboutonner
aboutonnons,VERB,aboutonner
abracadabrai,VERB,abracadabrer
abracadabraient,VERB,abracadabrer
abracadabrais,VERB,abracadabrer
abracadabrait,VERB,abracadabrer
abracadabrâmes,VERB,abracadabrer
abracadabrasse,VERB,abracadabrer
abracadabrassent,VERB,abracadabrer
abracadabrasses,VERB,abracadabrer
abracadabrassiez,VERB,abracadabrer
abracadabrassions,VERB,abracadabrer
abracadabrât,VERB,abracadabrer
abracadabrâtes,VERB,abracadabrer
abracadabre,VERB,abracadabrer
abracadabré,VERB,abracadabrer
abracadabrée,VERB,abracadabrer
abracadabrées,VERB,abracadabrer
abracadabrent,VERB,abracadabrer
abracadabrera,VERB,abracadabrer
abracadabrerai,VERB,abracadabrer
abracadabreraient,VERB,abracadabrer
abracadabrerais,VERB,abracadabrer
abracadabrerait,VERB,abracadabrer
abracadabreras,VERB,abracadabrer
abracadabrèrent,VERB,abracadabrer
abracadabrerez,VERB,abracadabrer
abracadabreriez,VERB,abracadabrer
abracadabrerions,VERB,abracadabrer
abracadabrerons,VERB,abracadabrer
abracadabreront,VERB,abracadabrer
abracadabres,VERB,abracadabrer
abracadabrés,VERB,abracadabrer
abracadabrez,VERB,abracadabrer
abracadabriez,VERB,abracadabrer
abracadabrions,VERB,abracadabrer
abracadabrons,VERB,abracadabrer
abraqua,VERB,abraquer
abraquai,VERB,abraquer
abraquaient,VERB,abraquer
abraquais,VERB,abraquer
abraquait,VERB,abraquer
abraquâmes,VERB,abraquer
abraquant,VERB,abraquer
abraquas,VERB,abraquer
abraquasse,VERB,abraquer
abraquassent,VERB,abraquer
abraquasses,VERB,abraquer
abraquassiez,VERB,abraquer
abraquassions,VERB,abraquer
abraquât,VERB,abraquer
abraquâtes,VERB,abraquer
abraque,VERB,abraquer
abraqué,VERB,abraquer
abraquée,VERB,abraquer
abraquées,VERB,abraquer
abraquent,VERB,abraquer
abraquera,VERB,abraquer
abraquerai,VERB,abraquer
abraqueraient,VERB,abraquer
abraquerais,VERB,abraquer
abraquerait,VERB,abraquer
abraqueras,VERB,abraquer
abraquèrent,VERB,abraquer
abraquerez,VERB,abraquer
abraqueriez,VERB,abraquer
abraquerions,VERB,abraquer
abraquerons,VERB,abraquer
abraqueront,VERB,abraquer
abraques,VERB,abraquer
abraqués,VERB,abraquer
abraquez,VERB,abraquer
abraquiez,VERB,abraquer
abraquions,VERB,abraquer
abraquons,VERB,abraquer
abrévia,VERB,abrévier
abréviai,VERB,abrévier
abréviaient,VERB,abrévier
abréviais,VERB,abrévier
abréviait,VERB,abrévier
abréviâmes,VERB,abrévier
abréviant,VERB,abrévier
abrévias,VERB,abrévier
abréviasse,VERB,abrévier
abréviassent,VERB,abrévier
abréviasses,VERB,abrévier
abréviassiez,VERB,abrévier
abréviassions,VERB,abrévier
abréviât,VERB,abrévier
abréviâtes,VERB,abrévier
abrévie,VERB,abrévier
abrévient,VERB,abrévier
abréviera,VERB,abrévier
abrévierai,VERB,abrévier
abrévieraient,VERB,abrévier
abrévierais,VERB,abrévier
abrévierait,VERB,abrévier
abrévieras,VERB,abrévier
abrévièrent,VERB,abrévier
abrévierez,VERB,abrévier
abrévieriez,VERB,abrévier
abrévierions,VERB,abrévier
abrévierons,VERB,abrévier
abrévieront,VERB,abrévier
abrévies,VERB,abrévier
abréviez,VERB,abrévier
abréviiez,VERB,abrévier
abréviions,VERB,abrévier
abrévions,VERB,abrévier
abreya,VERB,abreyer
abreyai,VERB,abreyer
abreyaient,VERB,abreyer
abreyais,VERB,abreyer
abreyait,VERB,abreyer
abreyâmes,VERB,abreyer
abreyant,VERB,abreyer
abreyas,VERB,abreyer
abreyasse,VERB,abreyer
abreyassent,VERB,abreyer
abreyasses,VERB,abreyer
abreyassiez,VERB,abreyer
abreyassions,VERB,abreyer
abreyât,VERB,abreyer
abreyâtes,VERB,abreyer
abreye,VERB,abreyer
abreyé,VERB,abreyer
abreyée,VERB,abreyer
abreyées,VERB,abreyer
abreyent,VERB,abreyer
abreyera,VERB,abreyer
abreyerai,VERB,abreyer
abreyeraient,VERB,abreyer
abreyerais,VERB,abreyer
abreyerait,VERB,abreyer
abreyeras,VERB,abreyer
abreyèrent,VERB,abreyer
abreyerez,VERB,abreyer
abreyeriez,VERB,abreyer
abreyerions,VERB,abreyer
abreyerons,VERB,abreyer
abreyeront,VERB,abreyer
abreyes,VERB,abreyer
abreyés,VERB,abreyer
abreyez,VERB,abreyer
abreyiez,VERB,abreyer
abreyions,VERB,abreyer
abreyons,VERB,abreyer
abria,VERB,abrier
abriai,VERB,abrier
abriaient,VERB,abrier
abriais,VERB,abrier
abriait,VERB,abrier
abriâmes,VERB,abrier
abriant,VERB,abrier
abrias,VERB,abrier
abriasse,VERB,abrier
abriassent,VERB,abrier
abriasses,VERB,abrier
abriassiez,VERB,abrier
abriassions,VERB,abrier
abriât,VERB,abrier
abriâtes,VERB,abrier
abrie,VERB,abrier
abrié,VERB,abrier
abriée,VERB,abrier
abriées,VERB,abrier
abrient,VERB,abrier
abriera,VERB,abrier
abrierai,VERB,abrier
abrieraient,VERB,abrier
abrierais,VERB,abrier
abrierait,VERB,abrier
abrieras,VERB,abrier
abrièrent,VERB,abrier
abrierez,VERB,abrier
abrieriez,VERB,abrier
abrierions,VERB,abrier
abrierons,VERB,abrier
abrieront,VERB,abrier
abries,VERB,abrier
abriés,VERB,abrier
abriez,VERB,abrier
abriiez,VERB,abrier
abriions,VERB,abrier
abrilla,VERB,abriller
abrillai,VERB,abriller
abrillaient,VERB,abriller
abrillais,VERB,abriller
abrillait,VERB,abriller
abrillâmes,VERB,abriller
abrillant,VERB,abriller
abrillas,VERB,abriller
abrillasse,VERB,abriller
abrillassent,VERB,abriller
abrillasses,VERB,abriller
abrillassiez,VERB,abriller
