fr-reforme1990_only,fr-classique_only
casse-croutassions,casse-croûtassions
casse-croutât,casse-croûtât
casse-croutâtes,casse-croûtâtes
casse-croutent,casse-croûtent
casse-crouter,casse-croûter
casse-croutera,casse-croûtera
casse-crouterai,casse-croûterai
casse-crouteraient,casse-croûteraient
casse-crouterais,casse-croûterais
casse-crouterait,casse-croûterait
casse-crouteras,casse-croûteras
casse-croutèrent,casse-croûtèrent
casse-crouterez,casse-croûterez
casse-crouteriez,casse-croûteriez
casse-crouterions,casse-croûterions
casse-crouterons,casse-croûterons
casse-crouteront,casse-croûteront
casse-croutes,casse-croûtes
casse-croutez,casse-croûtez
casse-croutiez,casse-croûtiez
casse-croutions,casse-croûtions
casse-croutons,casse-croûtons
cassetout,casse-tout
cèdera,cédera
cèderai,céderai
cèderaient,céderaient
cèderais,céderais
cèderait,céderait
cèderas,céderas
cèderez,céderez
cèderiez,céderiez
cèderions,céderions
cèderons,céderons
cèderont,céderont
cédex,cedex
cèdrela,cedrela
cèdrelas,cedrelas
célèbrera,célébrera
célèbrerai,célébrerai
célèbreraient,célébreraient
célèbrerais,célébrerais
célèbrerait,célébrerait
célèbreras,célébreras
célèbrerez,célébrerez
célèbreriez,célébreriez
célèbrerions,célébrerions
célèbrerons,célébrerons
célèbreront,célébreront
cèleri,céleri
cèleri-rave,céleri-rave
cèleris,céleris
cèleris-raves,céleris-raves
centicandéla,centicandela
centicandélas,centicandelas
centiwéber,centiweber
centiwébers,centiwebers
céphalorachidien,céphalo-rachidien
céphalorachidienne,céphalo-rachidienne
céphalorachidiennes,céphalo-rachidiennes
céphalorachidiens,céphalo-rachidiens
cérébrospinal,cérébro-spinal
cérébrospinale,cérébro-spinale
cérébrospinales,cérébro-spinales
cérébrospinaux,cérébro-spinaux
chachacha,cha-cha-cha
chaina,chaîna
chainage,chaînage
chainages,chaînages
chainai,chaînai
chainaient,chaînaient
chainais,chaînais
chainait,chaînait
chainâmes,chaînâmes
chainant,chaînant
chainas,chaînas
chainasse,chaînasse
chainassent,chaînassent
chainasses,chaînasses
chainassiez,chaînassiez
chainassions,chaînassions
chainât,chaînât
chainâtes,chaînâtes
chainée,chaînée
chainées,chaînées
chainent,chaînent
chainer,chaîner
chainera,chaînera
chainerai,chaînerai
chaineraient,chaîneraient
chainerais,chaînerais
chainerait,chaînerait
chaineras,chaîneras
chainèrent,chaînèrent
chainerez,chaînerez
chaineriez,chaîneriez
chainerions,chaînerions
chainerons,chaînerons
chaineront,chaîneront
chainetier,chaînetier
chainetière,chaînetière
chainetières,chaînetières
chainetiers,chaînetiers
chainette,chaînette
chainettes,chaînettes
chaineur,chaîneur
chaineurs,chaîneurs
chaineuse,chaîneuse
chaineuses,chaîneuses
chainez,chaînez
chainier,chaînier
chainière,chaînière
chainières,chaînières
chainiers,chaîniers
chainiez,chaîniez
chainions,chaînions
chainiste,chaîniste
chainistes,chaînistes
chainon,chaînon
chainons,chaînons
chauffe-mout,chauffe-moût
chauffe-mouts,chauffe-moûts
chaussepied,chausse-pied
chaussepieds,chausse-pieds
chaussetrappe,chausse-trappe
chaussetrappes,chausse-trappes
chauvesouris,chauve-souris
chébec,chebec
chébecs,chebecs
checklist,check-list
checklists,check-lists
checkup,check-up
chèvrepied,chèvre-pied
chèvrepieds,chèvre-pieds
chistéra,chistera
chistéras,chisteras
chowchow,chow-chow
chronomètrera,chronométrera
chronomètrerai,chronométrerai
chronomètreraient,chronométreraient
chronomètrerais,chronométrerais
chronomètrerait,chronométrerait
chronomètreras,chronométreras
chronomètrerez,chronométrerez
chronomètreriez,chronométreriez
chronomètrerions,chronométrerions
chronomètrerons,chronométrerons
chronomètreront,chronométreront
ci-git,ci-gît
cigüe,ciguë
cigües,ciguës
cinéclub,ciné-club
cinéclubs,ciné-clubs
cinéparc,ciné-parc
cinéparcs,ciné-parcs
cinéshop,ciné-shop
cinéshops,ciné-shops
clairevoie,claire-voie
clicclac,clic-clac
climatoscepticisme,climato-scepticisme
climatoscepticismes,climato-scepticismes
climatosceptique,climato-sceptique
climatosceptiques,climato-sceptiques
clochepied,cloche-pied
cloitra,cloîtra
cloitrai,cloîtrai
cloitraient,cloîtraient
cloitrais,cloîtrais
cloitrait,cloîtrait
cloitrâmes,cloîtrâmes
cloitrant,cloîtrant
cloitras,cloîtras
cloitrasse,cloîtrasse
cloitrassent,cloîtrassent
cloitrasses,cloîtrasses
cloitrassiez,cloîtrassiez
cloitrassions,cloîtrassions
cloitrât,cloîtrât
cloitrâtes,cloîtrâtes
cloitrée,cloîtrée
cloitrées,cloîtrées
cloitrent,cloîtrent
cloitrer,cloîtrer
cloitrera,cloîtrera
cloitrerai,cloîtrerai
cloitreraient,cloîtreraient
cloitrerais,cloîtrerais
cloitrerait,cloîtrerait
cloitreras,cloîtreras
cloitrèrent,cloîtrèrent
cloitrerez,cloîtrerez
cloitreriez,cloîtreriez
cloitrerions,cloîtrerions
cloitrerons,cloîtrerons
cloitreront,cloîtreront
cloitrez,cloîtrez
cloitriez,cloîtriez
cloitrions,cloîtrions
cloitrons,cloîtrons
clopinclopant,clopin-clopant
clubhouse,club-house
clubhouses,club-houses
cochaine,cochaîne
cochaines,cochaînes
coétat,co-état
coétats,co-états
cogèrera,cogérera
cogèrerai,cogérerai
cogèreraient,cogéreraient
cogèrerais,cogérerais
cogèrerait,cogérerait
cogèreras,cogéreras
cogèrerez,cogérerez
cogèreriez,cogéreriez
cogèrerions,cogérerions
cogèrerons,cogérerons
cogèreront,cogéreront
coincoin,coin-coin
coldcream,cold-cream
coldcreams,cold-creams
comeback,come-back
commèrera,commérera
commèrerai,commérerai
commèreraient,comméreraient
commèrerais,commérerais
commèrerait,commérerait
commèreras,comméreras
commèrerez,commérerez
commèreriez,comméreriez
commèrerions,commérerions
commèrerons,commérerons
commèreront,comméreront
comparaitra,comparaîtra
comparaitrai,comparaîtrai
comparaitraient,comparaîtraient
comparaitrais,comparaîtrais
comparaitrait,comparaîtrait
comparaitras,comparaîtras
comparaitre,comparaître
comparaitrez,comparaîtrez
comparaitriez,comparaîtriez
comparaitrions,comparaîtrions
comparaitrons,comparaîtrons
comparaitront,comparaîtront
compètera,compétera
compèterai,compéterai
compèteraient,compéteraient
compèterais,compéterais
compèterait,compéterait
compèteras,compéteras
compèterez,compéterez
compèteriez,compéteriez
compèterions,compéterions
compèterons,compéterons
compèteront,compéteront
complait,complaît
complètera,complétera
complèterai,compléterai
complèteraient,compléteraient
complèterais,compléterais
complèterait,compléterait
complèteras,compléteras
complèterez,compléterez
complèteriez,compléteriez
complèterions,compléterions
complèterons,compléterons
complèteront,compléteront
concatènera,concaténera
concatènerai,concaténerai
concatèneraient,concaténeraient
concatènerais,concaténerais
concatènerait,concaténerait
concatèneras,concaténeras
concatènerez,concaténerez
concatèneriez,concaténeriez
concatènerions,concaténerions
concatènerons,concaténerons
concatèneront,concaténeront
concèdera,concédera
concèderai,concéderai
concèderaient,concéderaient
concèderais,concéderais
concèderait,concéderait
concèderas,concéderas
concèderez,concéderez
concèderiez,concéderiez
concèderions,concéderions
concèderons,concéderons
concèderont,concéderont
concélèbrera,concélébrera
concélèbrerai,concélébrerai
concélèbreraient,concélébreraient
concélèbrerais,concélébrerais
concélèbrerait,concélébrerait
concélèbreras,concélébreras
concélèbrerez,concélébrerez
concélèbreriez,concélébreriez
concélèbrerions,concélébrerions
concélèbrerons,concélébrerons
concélèbreront,concélébreront
concrètera,concrétera
concrèterai,concréterai
concrèteraient,concréteraient
concrèterais,concréterais
concrèterait,concréterait
concrèteras,concréteras
concrèterez,concréterez
concrèteriez,concréteriez
concrèterions,concréterions
concrèterons,concréterons
concrèteront,concréteront
confédèrera,confédérera
confédèrerai,confédérerai
confédèreraient,confédéreraient
confédèrerais,confédérerais
confédèrerait,confédérerait
confédèreras,confédéreras
confédèrerez,confédérerez
confédèreriez,confédéreriez
confédèrerions,confédérerions
confédèrerons,confédérerons
confédèreront,confédéreront
confèrera,conférera
confèrerai,conférerai
confèreraient,conféreraient
confèrerais,conférerais
confèrerait,conférerait
confèreras,conféreras
confèrerez,conférerez
confèreriez,conféreriez
confèrerions,conférerions
confèrerons,conférerons
confèreront,conféreront
conglomèrera,conglomérera
conglomèrerai,conglomérerai
conglomèreraient,congloméreraient
conglomèrerais,conglomérerais
conglomèrerait,conglomérerait
conglomèreras,congloméreras
conglomèrerez,conglomérerez
conglomèreriez,congloméreriez
conglomèrerions,conglomérerions
conglomèrerons,conglomérerons
conglomèreront,congloméreront
congrument,congrûment
connait,connaît
connaitra,connaîtra
connaitrai,connaîtrai
connaitraient,connaîtraient
connaitrais,connaîtrais
connaitrait,connaîtrait
connaitras,connaîtras
connaitre,connaître
connaitrez,connaîtrez
connaitriez,connaîtriez
connaitrions,connaîtrions
connaitrons,connaîtrons
connaitront,connaîtront
considèrera,considérera
considèrerai,considérerai
considèreraient,considéreraient
considèrerais,considérerais
considèrerait,considérerait
considèreras,considéreras
considèrerez,considérerez
considèreriez,considéreriez
considèrerions,considérerions
considèrerons,considérerons
considèreront,considéreront
contigüe,contiguë
contigües,contiguës
contigüité,contiguïté
contigüités,contiguïtés
continument,continûment
contrecalqua,contre-calqua
contrecalquai,contre-calquai
contrecalquaient,contre-calquaient
contrecalquais,contre-calquais
contrecalquait,contre-calquait
contrecalquâmes,contre-calquâmes
contrecalquant,contre-calquant
contrecalquas,contre-calquas
contrecalquasse,contre-calquasse
contrecalquassent,contre-calquassent
contrecalquasses,contre-calquasses
contrecalquassiez,contre-calquassiez
contrecalquassions,contre-calquassions
contrecalquât,contre-calquât
contrecalquâtes,contre-calquâtes
contrecalquée,contre-calquée
contrecalquées,contre-calquées
contrecalquent,contre-calquent
contrecalquer,contre-calquer
contrecalquera,contre-calquera
contrecalquerai,contre-calquerai
contrecalqueraient,contre-calqueraient
contrecalquerais,contre-calquerais
contrecalquerait,contre-calquerait
contrecalqueras,contre-calqueras
contrecalquèrent,contre-calquèrent
contrecalquerez,contre-calquerez
contrecalqueriez,contre-calqueriez
contrecalquerions,contre-calquerions
contrecalquerons,contre-calquerons
contrecalqueront,contre-calqueront
contrecalquez,contre-calquez
contrecalquiez,contre-calquiez
contrecalquions,contre-calquions
contrecalquons,contre-calquons
contrecaution,contre-caution
contrecautions,contre-cautions
contrechant,contre-chant
contrechants,contre-chants
contrechoc,contre-choc
contrechocs,contre-chocs
contrecourant,contre-courant
contrecourants,contre-courants
contrecourbe,contre-courbe
contrecourbes,contre-courbes
contreculture,contre-culture
contrecultures,contre-cultures
contredénonciation,contre-dénonciation
contredénonciations,contre-dénonciations
contredigue,contre-digue
contredigues,contre-digues
contrefa,contre-fa
contrefenêtre,contre-fenêtre
contrefenêtres,contre-fenêtres
contrefer,contre-fer
contrefers,contre-fers
contrefeu,contre-feu
contrefeux,contre-feux
contrefichè,contre-fiche
contrefil,contre-fil
contrefilet,contre-filet
contrefilets,contre-filets
contrefils,contre-fils
contrefugue,contre-fugue
contrefugues,contre-fugues
contrehaut,contre-haut
contrehermine,contre-hermine
contrehermines,contre-hermines
contreheurtoir,contre-heurtoir
contreheurtoirs,contre-heurtoirs
contrehistoire,contre-histoire
contrehistoires,contre-histoires
contrehus,contre-hus
contrejambage,contre-jambage
contrejambages,contre-jambages
contrejour,contre-jour
contrejours,contre-jours
contrela,contre-la
contrelame,contre-lame
contrelames,contre-lames
contrelatte,contre-latte
contrelattes,contre-lattes
contrelettre,contre-lettre
contrelettres,contre-lettres
contrelignage,contre-lignage
contrelignages,contre-lignages
contremanifesta,contre-manifesta
contremanifestai,contre-manifestai
contremanifestaient,contre-manifestaient
contremanifestais,contre-manifestais
contremanifestait,contre-manifestait
contremanifestâmes,contre-manifestâmes
contremanifestant,contre-manifestant
contremanifestante,contre-manifestante
contremanifestantes,contre-manifestantes
contremanifestants,contre-manifestants
contremanifestas,contre-manifestas
contremanifestasse,contre-manifestasse
contremanifestassent,contre-manifestassent
contremanifestasses,contre-manifestasses
contremanifestassiez,contre-manifestassiez
contremanifestassions,contre-manifestassions
contremanifestât,contre-manifestât
contremanifestâtes,contre-manifestâtes
contremanifestation,contre-manifestation
contremanifestations,contre-manifestations
contremanifestent,contre-manifestent
contremanifester,contre-manifester
contremanifestera,contre-manifestera
contremanifesterai,contre-manifesterai
contremanifesteraient,contre-manifesteraient
contremanifesterais,contre-manifesterais
contremanifesterait,contre-manifesterait
contremanifesteras,contre-manifesteras
contremanifestèrent,contre-manifestèrent
contremanifesterez,contre-manifesterez
contremanifesteriez,contre-manifesteriez
contremanifesterions,contre-manifesterions
contremanifesterons,contre-manifesterons
contremanifesteront,contre-manifesteront
contremanifestes,contre-manifestes
contremanifestez,contre-manifestez
contremanifestiez,contre-manifestiez
contremanifestions,contre-manifestions
contremanifestons,contre-manifestons
contremesure,contre-mesure
contremesures,contre-mesures
contremi,contre-mi
contremina,contre-mina
contreminai,contre-minai
contreminaient,contre-minaient
contreminais,contre-minais
contreminait,contre-minait
contreminâmes,contre-minâmes
contreminant,contre-minant
contreminas,contre-minas
contreminasse,contre-minasse
contreminassent,contre-minassent
contreminasses,contre-minasses
contreminassiez,contre-minassiez
contreminassions,contre-minassions
contreminât,contre-minât
contreminâtes,contre-minâtes
contreminée,contre-minée
contreminées,contre-minées
contreminent,contre-minent
contreminer,contre-miner
contreminera,contre-minera
contreminerai,contre-minerai
contremineraient,contre-mineraient
contreminerais,contre-minerais
contreminerait,contre-minerait
contremineras,contre-mineras
contreminèrent,contre-minèrent
contreminerez,contre-minerez
contremineriez,contre-mineriez
contreminerions,contre-minerions
contreminerons,contre-minerons
contremineront,contre-mineront
contreminez,contre-minez
contreminiez,contre-miniez
contreminions,contre-minions
contreminons,contre-minons
contremur,contre-mur
contremura,contre-mura
contremurai,contre-murai
contremuraient,contre-muraient
contremurais,contre-murais
contremurait,contre-murait
contremurâmes,contre-murâmes
contremurant,contre-murant
contremuras,contre-muras
contremurasse,contre-murasse
contremurassent,contre-murassent
contremurasses,contre-murasses
contremurassiez,contre-murassiez
contremurassions,contre-murassions
contremurât,contre-murât
contremurâtes,contre-murâtes
contremurée,contre-murée
contremurées,contre-murées
contremurent,contre-murent
contremurer,contre-murer
contremurera,contre-murera
contremurerai,contre-murerai
contremureraient,contre-mureraient
contremurerais,contre-murerais
contremurerait,contre-murerait
contremureras,contre-mureras
contremurèrent,contre-murèrent
contremurerez,contre-murerez
contremureriez,contre-mureriez
contremurerions,contre-murerions
contremurerons,contre-murerons
